book,lex,sp,vs,vt,ctyp,ptyp,gloss
2_chr,יהוה,nmpr,,,,,YHWH
2_chr,ב,prep,,,,PP,in
2_chr,ה,art,,,,,the
2_chr,מדבר,subs,,,,,desert
2_chr,אבל,intj,,,xQtX,InjP,verily
2_chr,ארונ,subs,,,,NP,ark
2_chr,ה,art,,,,,the
2_chr,אלהימ,subs,,,,,god(s)
2_chr,עלה,verb,hif,perf,,VP,ascend
2_chr,דוד,nmpr,,,,PrNP,David
2_chr,מנ,prep,,,,PP,from
2_chr,קרית יערימ,nmpr,,,,,Kiriath Jearim
2_chr,ב,prep,,,xQtX,CP,in
2_chr,ה,art,,,,,the
2_chr,כונ,verb,hif,perf,,VP,be firm
2_chr,ל,prep,,,,PP,to
2_chr,דוד,nmpr,,,,PrNP,David
2_chr,כי,conj,,,xQt0,CP,that
2_chr,נטה,verb,qal,perf,,VP,extend
2_chr,ל,prep,,,,PP,to
2_chr,אהל,subs,,,,NP,tent
2_chr,ב,prep,,,,PP,in
2_chr,ירושׁלמ,nmpr,,,,,Jerusalem
2_chr,ו,conj,,,WxQ0,CP,and
2_chr,מזבח,subs,,,,NP,altar
2_chr,ה,art,,,,,the
2_chr,נחשׁת,subs,,,,,bronze
2_chr,אשׁר,conj,,,xQtX,CP,<relative>
2_chr,עשׂה,verb,qal,perf,,VP,make
2_chr,בצלאל,nmpr,,,,PrNP,Bezalel
2_chr,בנ,subs,,,,,son
2_chr,אורי,nmpr,,,,,Uri
2_chr,בנ,subs,,,,,son
2_chr,חור,nmpr,,,,,Hur
2_chr,שׂימ,verb,qal,perf,WxQ0,VP,put
2_chr,ל,prep,,,,PP,to
2_chr,פנה,subs,,,,,face
2_chr,משׁכנ,subs,,,,,dwelling-place
2_chr,יהוה,nmpr,,,,,YHWH
2_chr,ו,conj,,,WayX,CP,and
2_chr,דרשׁ,verb,qal,wayq,,VP,inquire
2_chr,שׁלמה,nmpr,,,,PrNP,Solomon
2_chr,ו,conj,,,,,and
2_chr,ה,art,,,,,the
2_chr,קהל,subs,,,,,assembly
2_chr,ו,conj,,,WayX,CP,and
2_chr,עלה,verb,hif,wayq,,VP,ascend
2_chr,שׁלמה,nmpr,,,,PrNP,Solomon
2_chr,שׁמ,advb,,,,AdvP,there
2_chr,על,prep,,,,PP,upon
2_chr,מזבח,subs,,,,,altar
2_chr,ה,art,,,,,the
2_chr,נחשׁת,subs,,,,,bronze
2_chr,ל,prep,,,,PP,to
2_chr,פנה,subs,,,,,face
2_chr,יהוה,nmpr,,,,,YHWH
2_chr,אשׁר,conj,,,NmCl,CP,<relative>
2_chr,ל,prep,,,,PP,to
2_chr,אהל,subs,,,,,tent
2_chr,מועד,subs,,,,,appointment
2_chr,ו,conj,,,Way0,CP,and
2_chr,עלה,verb,hif,wayq,,VP,ascend
2_chr,על,prep,,,,PP,upon
2_chr,עלה,subs,,,,NP,burnt-offering
2_chr,אלפ,subs,,,,,thousand
2_chr,ב,prep,,,xQtX,PP,in
2_chr,ה,art,,,,,the
2_chr,לילה,subs,,,,,night
2_chr,ה,art,,,,,the
2_chr,הוא,prps,,,,,he
2_chr,ראה,verb,nif,perf,,VP,see
2_chr,אלהימ,subs,,,,NP,god(s)
2_chr,ל,prep,,,,PP,to
2_chr,שׁלמה,nmpr,,,,,Solomon
2_chr,ו,conj,,,Way0,CP,and
2_chr,אמר,verb,qal,wayq,,VP,say
2_chr,ל,prep,,,,PP,to
2_chr,שׁאל,verb,qal,impv,ZIm0,VP,ask
2_chr,מה,prin,,,xYq0,IPrP,what
2_chr,נתנ,verb,qal,impf,,VP,give
2_chr,ל,prep,,,,PP,to
2_chr,ו,conj,,,WayX,CP,and
2_chr,אמר,verb,qal,wayq,,VP,say
2_chr,שׁלמה,nmpr,,,,PrNP,Solomon
2_chr,ל,prep,,,,PP,to
2_chr,אלהימ,subs,,,,,god(s)
2_chr,אתה,prps,,,XQtl,PPrP,you
2_chr,עשׂה,verb,qal,perf,,VP,make
2_chr,עמ,prep,,,,PP,with
2_chr,דוד,nmpr,,,,,David
2_chr,אב,subs,,,,,father
2_chr,חסד,subs,,,,NP,loyalty
2_chr,גדול,adjv,,,,,great
2_chr,ו,conj,,,WQt0,CP,and
2_chr,מלכ,verb,hif,perf,,VP,be king
2_chr,תחת,subs,,,,PP,under part
2_chr,עתה,advb,,,MSyn,AdvP,now
2_chr,יהוה,nmpr,,,Voct,PrNP,YHWH
2_chr,אלהימ,subs,,,,,god(s)
2_chr,אמנ,verb,nif,impf,ZYqX,VP,be firm
2_chr,דבר,subs,,,,NP,word
2_chr,עמ,prep,,,,PP,with
2_chr,דוד,nmpr,,,,,David
2_chr,אב,subs,,,,,father
2_chr,כי,conj,,,XQtl,CP,that
2_chr,אתה,prps,,,,PPrP,you
2_chr,מלכ,verb,hif,perf,,VP,be king
2_chr,על,prep,,,,PP,upon
2_chr,עמ,subs,,,,,people
2_chr,רב,adjv,,,AjCl,AdjP,much
2_chr,כ,prep,,,,PP,as
2_chr,עפר,subs,,,,,dust
2_chr,ה,art,,,,,the
2_chr,ארצ,subs,,,,,earth
2_chr,עתה,advb,,,MSyn,AdvP,now
2_chr,חכמה,subs,,,xIm0,NP,wisdom
2_chr,ו,conj,,,,,and
2_chr,מדע,subs,,,,,knowledge
2_chr,נתנ,verb,qal,impv,,VP,give
2_chr,ל,prep,,,,PP,to
2_chr,ו,conj,,,WYq0,CP,and
2_chr,יצא,verb,qal,impf,,VP,go out
2_chr,ל,prep,,,,PP,to
2_chr,פנה,subs,,,,,face
2_chr,ה,art,,,,,the
2_chr,עמ,subs,,,,,people
2_chr,ה,art,,,,,the
2_chr,זה,prde,,,,,this
2_chr,ו,conj,,,WYq0,CP,and
2_chr,בוא,verb,qal,impf,,VP,come
2_chr,כי,conj,,,XYqt,CP,that
2_chr,מי,prin,,,,IPrP,who
2_chr,שׁפט,verb,qal,impf,,VP,judge
2_chr,את,prep,,,,PP,<object marker>
2_chr,עמ,subs,,,,,people
2_chr,ה,art,,,,,the
2_chr,זה,prde,,,,,this
2_chr,ה,art,,,,,the
2_chr,גדול,adjv,,,,,great
2_chr,ו,conj,,,WayX,CP,and
2_chr,אמר,verb,qal,wayq,,VP,say
2_chr,אלהימ,subs,,,,NP,god(s)
2_chr,ל,prep,,,,PP,to
2_chr,שׁלמה,nmpr,,,,,Solomon
2_chr,יענ,subs,,,xQtX,CP,motive
2_chr,אשׁר,conj,,,,,<relative>
2_chr,היה,verb,qal,perf,,VP,be
2_chr,זאת,prde,,,,DPrP,this
2_chr,עמ,prep,,,,PP,with
2_chr,לבב,subs,,,,,heart
2_chr,ו,conj,,,WxQ0,CP,and
