book,lex,sp,vs,vt,ctyp,ptyp,gloss
sam,ל,prep,,,,PP,to
sam,תקופה,subs,,,,,turning point
sam,ה,art,,,,,the
sam,יומ,subs,,,,,day
sam,ו,conj,,,WayX,CP,and
sam,הרה,verb,qal,wayq,,VP,be pregnant
sam,חנה,nmpr,,,,PrNP,Hannah
sam,ו,conj,,,Way0,CP,and
sam,ילד,verb,qal,wayq,,VP,bear
sam,בנ,subs,,,,NP,son
sam,ו,conj,,,Way0,CP,and
sam,קרא,verb,qal,wayq,,VP,call
sam,את,prep,,,,PP,<object marker>
sam,שׁמ,subs,,,,,name
sam,שׁמואל,nmpr,,,,PrNP,Samuel
sam,כי,conj,,,xQt0,CP,that
sam,מנ,prep,,,,PP,from
sam,יהוה,nmpr,,,,,YHWH
sam,שׁאל,verb,qal,perf,,VP,ask
sam,ו,conj,,,WayX,CP,and
sam,עלה,verb,qal,wayq,,VP,ascend
sam,ה,art,,,,NP,the
sam,אישׁ,subs,,,,,man
sam,אלקנה,nmpr,,,,,Elkanah
sam,ו,conj,,,,,and
sam,כל,subs,,,,,whole
sam,בית,subs,,,,,house
sam,ל,prep,,,InfC,VP,to
sam,זבח,verb,qal,infc,,,slaughter
sam,ל,prep,,,,PP,to
sam,יהוה,nmpr,,,,,YHWH
sam,את,prep,,,,PP,<object marker>
sam,זבח,subs,,,,,sacrifice
sam,ה,art,,,,,the
sam,יומ,subs,,,,,day
sam,ו,conj,,,,,and
sam,את,prep,,,,,<object marker>
sam,נדר,subs,,,,,vow
sam,ו,conj,,,WXQt,CP,and
sam,חנה,nmpr,,,,PrNP,Hannah
sam,לא,nega,,,,NegP,not
sam,עלה,verb,qal,perf,,VP,ascend
sam,כי,conj,,,xQt0,CP,that
sam,אמר,verb,qal,perf,,VP,say
sam,ל,prep,,,,PP,to
sam,אישׁ,subs,,,,,man
sam,עד,prep,,,xYqX,CP,unto
sam,גמל,verb,nif,impf,,VP,deal fully
sam,ה,art,,,,NP,the
sam,נער,subs,,,,,boy
sam,ו,conj,,,WQt0,CP,and
sam,בוא,verb,hif,perf,,VP,come
sam,ו,conj,,,WQt0,CP,and
sam,ראה,verb,nif,perf,,VP,see
sam,את,prep,,,,PP,together with
sam,פנה,subs,,,,,face
sam,יהוה,nmpr,,,,,YHWH
sam,ו,conj,,,WQt0,CP,and
sam,ישׁב,verb,qal,perf,,VP,sit
sam,שׁמ,advb,,,,AdvP,there
sam,עד,prep,,,,PP,unto
sam,עולמ,subs,,,,,eternity
sam,ו,conj,,,WayX,CP,and
sam,אמר,verb,qal,wayq,,VP,say
sam,ל,prep,,,,PP,to
sam,אלקנה,nmpr,,,,PrNP,Elkanah
sam,אישׁ,subs,,,,,man
sam,עשׂה,verb,qal,impv,ZIm0,VP,make
sam,ה,art,,,AjCl,CP,the
sam,טוב,adjv,,,,AdjP,good
sam,ב,prep,,,,PP,in
sam,עינ,subs,,,,,eye
sam,ישׁב,verb,qal,impv,ZIm0,VP,sit
sam,עד,prep,,,InfC,VP,unto
sam,גמל,verb,qal,infc,,,deal fully
sam,את,prep,,,,PP,<object marker>
sam,אכ,advb,,,xYqX,AdvP,only
sam,קומ,verb,hif,impf,,VP,arise
sam,יהוה,nmpr,,,,PrNP,YHWH
sam,את,prep,,,,PP,<object marker>
sam,דבר,subs,,,,,word
sam,ו,conj,,,WayX,CP,and
sam,ישׁב,verb,qal,wayq,,VP,sit
sam,ה,art,,,,NP,the
sam,אשׁה,subs,,,,,woman
sam,ו,conj,,,Way0,CP,and
sam,ינק,verb,hif,wayq,,VP,suck
sam,את,prep,,,,PP,<object marker>
sam,בנ,subs,,,,,son
sam,עד,prep,,,InfC,VP,unto
sam,גמל,verb,qal,infc,,,deal fully
sam,את,prep,,,,PP,<object marker>
sam,ו,conj,,,Way0,CP,and
sam,עלה,verb,hif,wayq,,VP,ascend
sam,עמ,prep,,,,PP,with
sam,כ,prep,,,xQt0,CP,as
sam,אשׁר,conj,,,,,<relative>
sam,גמל,verb,qal,perf,,VP,deal fully
sam,ב,prep,,,Way0,PP,in
sam,פר,subs,,,,,young bull
sam,שׁלשׁ,subs,,,,,three
sam,ו,conj,,,,,and
sam,איפה,subs,,,,,ephah
sam,אחד,subs,,,,,one
sam,קמח,subs,,,,,flour
sam,ו,conj,,,,,and
sam,נבל,subs,,,,,jar
sam,יינ,subs,,,,,wine
sam,ו,conj,,,Way0,CP,and
sam,בוא,verb,hif,wayq,,VP,come
sam,בית,subs,,,,NP,house
sam,יהוה,nmpr,,,,,YHWH
sam,שׁלו,nmpr,,,,,Shiloh
sam,ו,conj,,,NmCl,CP,and
sam,ה,art,,,,NP,the
sam,נער,subs,,,,,boy
sam,נער,subs,,,,NP,boy
sam,ו,conj,,,Way0,CP,and
sam,שׁחט,verb,qal,wayq,,VP,slaughter
sam,את,prep,,,,PP,<object marker>
sam,ה,art,,,,,the
sam,פר,subs,,,,,young bull
sam,ו,conj,,,Way0,CP,and
sam,בוא,verb,hif,wayq,,VP,come
sam,את,prep,,,,PP,<object marker>
sam,ה,art,,,,,the
sam,נער,subs,,,,,boy
sam,אל,prep,,,,PP,to
sam,עלי,nmpr,,,,,Eli
sam,ו,conj,,,Way0,CP,and
sam,אמר,verb,qal,wayq,,VP,say
sam,בי,intj,,,Voct,InjP,upon me
sam,אדונ,subs,,,,NP,lord
sam,חי,adjv,,,AjCl,AdjP,alive
sam,נפשׁ,subs,,,,NP,soul
sam,אדונ,subs,,,Voct,NP,lord
sam,אני,prps,,,NmCl,PPrP,i
sam,ה,art,,,,NP,the
sam,אשׁה,subs,,,,,woman
sam,ה,art,,,Ptcp,CP,the
sam,נצב,verb,nif,ptca,,VP,stand
sam,עמ,prep,,,,PP,with
sam,ב,prep,,,,PP,in
sam,זה,prde,,,,,this
sam,ל,prep,,,InfC,VP,to
sam,פלל,verb,hit,infc,,,pray
sam,אל,prep,,,,PP,to
sam,יהוה,nmpr,,,,,YHWH
sam,אל,prep,,,xQt0,PP,to
sam,ה,art,,,,,the
sam,נער,subs,,,,,boy
sam,ה,art,,,,,the
sam,זה,prde,,,,,this
sam,פלל,verb,hit,perf,,VP,pray
sam,ו,conj,,,WayX,CP,and
sam,נתנ,verb,qal,wayq,,VP,give
sam,יהוה,nmpr,,,,PrNP,YHWH
sam,ל,prep,,,,PP,to
sam,את,prep,,,,PP,<object marker>
sam,שׁאלה,subs,,,,,request
sam,אשׁר,conj,,,xQt0,CP,<relative>
sam,שׁאל,verb,qal,perf,,VP,ask
sam,מנ,prep,,,,PP,from
sam,עמ,prep,,,,,with
sam,ו,conj,,,WXQt,CP,and
sam,גמ,advb,,,,PPrP,even
sam,אנכי,prps,,,,,i
sam,שׁאל,verb,hif,perf,,VP,ask
sam,ל,prep,,,,PP,to
sam,יהוה,nmpr,,,,,YHWH
sam,כל,subs,,,,NP,whole
sam,ה,art,,,,,the
sam,יומ,subs,,,,,day
sam,אשׁר,conj,,,xQtX,CP,<relative>
sam,היה,verb,qal,perf,,VP,be
sam,הוא,prps,,,,PPrP,he
sam,שׁאל,verb,qal,ptcp,,VP,ask
sam,ל,prep,,,,PP,to
sam,יהוה,nmpr,,,,,YHWH
sam,ו,conj,,,Way0,CP,and
sam,חוה,verb,hsht,wayq,,VP,bow down
sam,שׁמ,advb,,,,AdvP,there
sam,ל,prep,,,,PP,to
sam,יהוה,nmpr,,,,,YHWH
sam,ו,conj,,,WayX,CP,and
sam,פלל,verb,hit,wayq,,VP,pray
sam,חנה,nmpr,,,,PrNP,Hannah
sam,ו,conj,,,Way0,CP,and
sam,אמר,verb,qal,wayq,,VP,say
sam,עלצ,verb,qal,perf,ZQtX,VP,rejoice
sam,לב,subs,,,,NP,heart
sam,ב,prep,,,,PP,in
sam,יהוה,nmpr,,,,,YHWH
sam,רומ,verb,qal,perf,ZQtX,VP,be high
sam,קרנ,subs,,,,NP,horn
sam,ב,prep,,,,PP,in
sam,יהוה,nmpr,,,,,YHWH
sam,רחב,verb,qal,perf,ZQtX,VP,be wide
sam,פה,subs,,,,NP,mouth
sam,על,prep,,,,PP,upon
sam,איב,verb,qal,ptca,,,be hostile
sam,כי,conj,,,xQt0,CP,that
sam,שׂמח,verb,qal,perf,,VP,rejoice
sam,ב,prep,,,,PP,in
sam,ישׁועה,subs,,,,,salvation
sam,אינ,subs,,,NmCl,NegP,<NEG>
sam,קדושׁ,adjv,,,,NP,holy
sam,כ,prep,,,,,as
sam,יהוה,nmpr,,,,,YHWH
sam,כי,conj,,,NmCl,CP,that
sam,אינ,subs,,,,NegP,<NEG>
sam,בלת,subs,,,,PP,failure
sam,ו,conj,,,NmCl,CP,and
sam,אינ,subs,,,,NegP,<NEG>
sam,צור,subs,,,,NP,rock
sam,כ,prep,,,,,as
sam,אלהימ,subs,,,,,god(s)
sam,אל,nega,,,xYq0,NegP,not
sam,רבה,verb,hif,impf,,VP,be many
sam,דבר,verb,piel,impf,ZYq0,VP,speak
sam,גבה,adjv,,,,NP,high
sam,גבה,adjv,,,,,high
sam,יצא,verb,qal,impf,ZYqX,VP,go out
sam,עתק,adjv,,,,NP,unrestrained
sam,מנ,prep,,,,PP,from
sam,פה,subs,,,,,mouth
sam,כי,conj,,,NmCl,CP,that
sam,אל,subs,,,,NP,god
sam,דעה,subs,,,,,knowledge
sam,יהוה,nmpr,,,,PrNP,YHWH
sam,ו,conj,,,WxQX,CP,and
sam,ל,prep,,,,PP,to
sam,תכנ,verb,nif,perf,,VP,estimate
sam,עלילה,subs,,,,NP,deed
sam,קשׁת,subs,,,NmCl,NP,bow
sam,גבור,subs,,,,,vigorous
sam,חת,adjv,,,,,terror-filled
sam,ו,conj,,,WXQt,CP,and
sam,כשׁל,verb,nif,ptca,,NP,stumble
sam,אזר,verb,qal,perf,,VP,put on
sam,חיל,subs,,,,NP,power
sam,שׂבע,adjv,,,XQtl,NP,sated
sam,ב,prep,,,,PP,in
sam,ה,art,,,,,the
sam,לחמ,subs,,,,,bread
sam,שׂכר,verb,nif,perf,,VP,hire
sam,ו,conj,,,WXQt,CP,and
sam,רעב,adjv,,,,NP,hungry
sam,חדל,verb,qal,perf,,VP,cease
sam,עד,prep,,,XQtl,CP,unto
sam,עקר,adjv,,,,NP,barren
sam,ילד,verb,qal,perf,,VP,bear
sam,שׁבע,subs,,,,NP,seven
sam,ו,conj,,,WXQt,CP,and
sam,רב,adjv,,,,NP,much
sam,בנ,subs,,,,,son
sam,אמל,verb,pual,perf,,VP,wither
sam,יהוה,nmpr,,,NmCl,PrNP,YHWH
sam,מות,verb,hif,ptca,,NP,die
sam,ו,conj,,,Ptcp,CP,and
sam,חיה,verb,piel,ptca,,VP,be alive
sam,ירד,verb,hif,ptca,Ptcp,VP,descend
sam,שׁאול,subs,,,,NP,nether world
sam,ו,conj,,,Way0,CP,and
sam,עלה,verb,hif,wayq,,VP,ascend
sam,יהוה,nmpr,,,NmCl,PrNP,YHWH
sam,ירשׁ,verb,hif,ptca,,NP,trample down
sam,ו,conj,,,Ptcp,CP,and
sam,עשׁר,verb,hif,ptca,,VP,become rich
sam,שׁפל,verb,hif,ptca,Ptcp,VP,be low
sam,אפ,advb,,,Ptcp,AdvP,even
sam,רומ,verb,piel,ptca,,VP,be high
sam,קומ,verb,hif,ptca,Ptcp,VP,arise
sam,מנ,prep,,,,PP,from
sam,עפר,subs,,,,,dust
sam,דל,adjv,,,,NP,poor
sam,מנ,prep,,,xYq0,PP,from
sam,אשׁפת,subs,,,,,ash pit
sam,רומ,verb,hif,impf,,VP,be high
sam,אביונ,adjv,,,,NP,poor
sam,ל,prep,,,InfC,VP,to
sam,ישׁב,verb,hif,infc,,,sit
sam,עמ,prep,,,,PP,with
sam,נדיב,adjv,,,,,willing
sam,ו,conj,,,WxY0,CP,and
sam,כסא,subs,,,,NP,seat
sam,כבוד,subs,,,,,weight
sam,נחל,verb,hif,impf,,VP,take possession
sam,כי,conj,,,NmCl,CP,that
